appid,evidence_type,date_classification,url,title,snippet,contents_preview,matched_keywords,evidence_score,confidence_label,reason_for_score,query_group
5072600,web_result,unknown_date,https://store.steampowered.com/app/5072600/Family_Time,Family Time on Steam,"English

| Interface | Full Audio | Subtitles |
 --- 
| English | ✔ | ✔ | ✔ |

Title: Family Time  
 Genre: Adventure, Casual, Indie, Simulation  

Developer: sgthale

Publisher: sgthale

Release Date: Q1 2027

Discord External   X External   YouTube External   View update history   Read related news   View discussions   Find Community Groups

Embed

Report this Product)

Links & info

This game is not yet available on Steam

# Planned Release Date: Q1 2027 [...] All Games > Indie Games > Family Time

Community Hub

Family Time

Family Time

Family Time

Developer

sgthale

Publisher

sgthale

Release

Q1 2027

Build a family with thousands of wolf children with your own wolf partner!

All Reviews:

No user reviews

Release Date:

Q1 2027

Developer:

sgthale

Publisher:

sgthale

Tags

Popular user-defined tags for this product: [...] Adventure  Casual  Simulation  Colony Sim  Farming Sim  Life Sim  Sandbox  Exploration  Immersive Sim  3D  Cartoon  First-Person  Cartoony  Cozy  Indie  Funny  Emotional  Base Building  Automation  Crafting 

+

Reviews

All Reviews:

No user reviews

Sign in to add this item to your wishlist, follow it, or mark it as ignored

)

Features

Single-player

Family Sharing

Steam is learning about this game   

Languages:

English",,release date,40,medium,Exact title match (+20); Keywords ['release date'] (+20),general
5072600,web_result,unknown_date,https://vimeo.com/856389639,Family Time (2023) – Official Trailer,"This is ""Family Time (2023) – Official Trailer"" by Aurora Studios on Vimeo, the home for high quality videos and the people who love them.",,trailer,40,medium,Exact title match (+20); Keywords ['trailer'] (+20),general
5072600,web_result,unknown_date,https://www.screendaily.com/news/first-trailer-for-tia-kouvos-berlinale-encounters-title-family-time-exclusive/5178649.article,First trailer for Tia Kouvo’s Berlinale Encounters title ‘Family Time’ (exclusive) | News | Screen,"The comedy-drama follows an annual family Christmas get-together that sees the usual tensions rise. It’s based on Kouvo’s s 2018 short of the same name which picked up a special mention at Helsinki International Film Festival (Love & Anarchy).

Family Time is produced by Finland’s Aamu Film Company ( Compartment No. 6, The Happiest Day In The Life Of Olli Mäki) in co-production with Sweden outfits Vilda Bomben Film and Film i Väst.

The Match Factory is handling world sales. [...] 'A Happy Family'

### ‘A Happy Family’: exclusive trailer for first Swiss film in Karlovy Vary main competition

# First trailer for Tia Kouvo’s Berlinale Encounters title ‘Family Time’ (exclusive)

By Ellie Calnan2023-01-31T11:24:00+00:00

Screen can reveal the trailer for Tia Kouvo’s debut feature Family Time which is world premiering at the Berlinale (February 16-26) in the Encounters strand. [...] 2026-08-04T16:16:00Z

By Michael Rosser

'Prosecution'

### German thriller ‘Prosecution’ sets key sales, releases first trailer

2026-07-02T13:30:00Z

By Ben Dalton

### Related articles

Brace Your Heart

### ’Brace Your Heart’ review: Quietly powerful exploration of trauma and community in a remote Swedish mountain village

2026-09-12T23:30:00Z
By Nikki Baughan

Amanda Kernell follows Charter and Sámi Blood with nuanced tale of a female Sámi reindeer herder struggling to make her mark",,trailer,40,medium,Exact title match (+20); Keywords ['trailer'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/watch?v=QygSmOeKbJU,Family Time S01 - Trailer,"# Family Time S01 - Trailer
## Kwesé iflix
2790 subscribers
65 likes

### Description
9772 views
Posted: 1 Apr 2019
Anthony and Lisa Stallworth are the parents of a working-class family who suddenly get bumped to the middle-class by a winning lottery ticket. Catch Omar Gooding in this funny family favourite. Four seasons available for free on the Kwesé iflix app.
 
Dig into this and more hilarious local and international sitcoms on Kwesé iflix! [...] Download the Kwesé iflix app for LIVE sports, TV channels, movies, series, reality and kids shows... on your phone!

Google Play: 
or 
Aplle App Store: Search for ""iflix""

### Transcript:",,trailer,40,medium,Exact title match (+20); Keywords ['trailer'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/watch?v=RizyGnn-_lY,Family Time (2023) | Trailer | Tia Kouvo | Tom Wentzel | Leena Uotila | Elina Knihtilä,"# Family Time (2023) | Trailer | Tia Kouvo | Tom Wentzel | Leena Uotila | Elina Knihtilä
## The Match Factory
22300 subscribers
56 likes

### Description
33266 views
Posted: 31 Jan 2023
► Subscribe to get all the latest content 

► About
Are you an arthouse film lover and wants to keep updated about great films at first-hand? Then you are at the right channel! [...] We are The Match Factory, a leading world sales company representing director-driven films by critically acclaimed filmmakers like Aki Kaurismäki, Apichatpong Weerasethakul, Fatih Akin, Pablo Larraín and Alice Rohrwacher to mention just a few, as well as young upcoming talents. Our films are regularly presented in festivals all over the world, including Berlinale, Festival de Cannes, Venice Film Festival, Toronto International Film Festival, and have won the most prestigious of awards, such as [...] of awards, such as the Golden Bear, Palm d'Or, Golden Globe and Golden Shell amongst others.",,trailer,40,medium,Exact title match (+20); Keywords ['trailer'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/playlist?list=PLreXyMA8japYJKOctxvVlLwcV2Es9Wtqy,Family Time,#FamilyTime returns to Bounce with an all-new season #FamilyTime Season 6 Press Trailer Bounce 24K views,,trailer,40,medium,Exact title match (+20); Keywords ['trailer'] (+20),general
5072600,web_result,unknown_date,https://www.tryazon.com/super-fun-family-time-game-night,Super Fun Family Time Game Night,"Game play is simple! The judge flicks the spinner to see which of the three fun categories to pull a card from that round: Best, Worst, or Funniest. Players do what’s on the card and the judge picks their favorite response. The player to the left becomes the next judge and the family fun continues. [...] The Super Fun Family Time Game from DSS Games is the perfect activity to bring the whole family together without screens. Create memories and start conversations with your kids and teens. There are no winners or losers, just laughs! Play at the family dinner table, on a road trip, at the park, or on a family vacation. Wherever your family time takes you! [...] Tryazon will select 75 hosts for this party opportunity. Those chosen will receive a party pack with a Super Fun Family Time Game to showcase and play with friends and family! Learn more about the game and party by clicking the tabs below!",,showcase,40,medium,Exact title match (+20); Keywords ['showcase'] (+20),general
5072600,web_result,unknown_date,https://www.nintendo.com/us/whatsnew/family-time-is-play-time-with-great-games-and-more-from-nintendo,Family time is play time with great games and more from Nintendo - News - Nintendo Official Site,"You can go brain-to-brain with your kids in four-player\matches to see who gets the highest score in the Big Brain Academy: Brain vs. Brain game. Everyone can play together at varying difficulties, so a kid can hold their own against an adult in this battle of the brains. Want a sneak peek at the game? You can download the free demo to try three activities in Solo and Party mode!

Get the free demo > [...] You can take family game time to a whole new level with great multiplayer games for the Nintendo Switch family of systems. We created a helpful list of ways to play together with family-friendly games like the Mario Party™ Superstars, Big Brain Academy™: Brain vs Brain, Mario Golf: Super Rush, Clubhouse Games™: 51 Worldwide Classics, Just Dance™ 2022, and Mario Kart Live: Home Circuit™ games.

Tell me more! > [...] If you’re planning a gaming session with faraway family and friends, be sure to check out the party game of the year: Mario Party Superstars! You can play tons of minigames in Mario Party mode or in seven different courses in Mt. Minigames. Plus, all modes can be played online. Up to three players can play on one system in online play.",,demo,40,medium,Exact title match (+20); Keywords ['demo'] (+20),general
5072600,web_result,unknown_date,https://store.steampowered.com/app/5072600/Family_Time,Family Time on Steam,"Interested?  
Add to your wishlist and get notified when it becomes available.

View Community Hub

## About This Game

## You're a Father Now

All of a sudden you have to take care of dozens of wolf children! Every night their number grows! Fail to do so and your partner, the Wolf Mama, will kill you! How many can you sustain?

## Shelter Your Family!

Build houses for them, or command them to build them for you!

## Feed your Family!

Farm food for them or go out hunting with them! [...] All Games > Indie Games > Family Time

Community Hub

Family Time

Family Time

Family Time

Developer

sgthale

Publisher

sgthale

Release

Q1 2027

Build a family with thousands of wolf children with your own wolf partner!

All Reviews:

No user reviews

Release Date:

Q1 2027

Developer:

sgthale

Publisher:

sgthale

Tags

Popular user-defined tags for this product: [...] Adventure  Casual  Simulation  Colony Sim  Farming Sim  Life Sim  Sandbox  Exploration  Immersive Sim  3D  Cartoon  First-Person  Cartoony  Cozy  Indie  Funny  Emotional  Base Building  Automation  Crafting 

+

Reviews

All Reviews:

No user reviews

Sign in to add this item to your wishlist, follow it, or mark it as ignored

)

Features

Single-player

Family Sharing

Steam is learning about this game   

Languages:

English",,release date,40,medium,Exact title match (+20); Keywords ['release date'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/watch?v=Hy56ql96xAU,"Family Time, Announcement!","### Transcript
[0:00] This is your child. That one, too. And those, too. And all of these other ones.
[0:08] But how did you get here, Papa?
[0:11] Well, you were walking in the wild when suddenly a kimono attacked you. You fought your hardest, but she won.
[0:19] Papa.
[0:20] Naturally, you were cast out from society, and now you must survive in the wild.
[0:27] And that was the exposition for Family Time. [...] [0:32] It's a new game I'm working on, still just barely starting, but there is plenty of cool tech, modeling, and art that I make videos about over on my Patreon.
[0:43] If you're interested, stop [...] # Family Time, Announcement!
## Channel: sgthale - Indie Dev!
111K subscribers
77K likes

### Description
1,388,292 views
Posted: 2026-06-24
  / sgthale",,announcement,40,medium,Exact title match (+20); Keywords ['announcement'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/watch?v=PtlE_h6EqOE,I'M A FATHER?!?!?!?! | Family Time Tech Demo 1,"[music] Hey yo, what's up my dudes and dudettes? I am Aqua Dude and welcome to this little tech demo of a game called Family Time. This is a work in progress game. Um yeah, it's um a tech demo. Um and I think it's a I think it's a nice wholesome game. It's basically where you're the father of a bunch of little wolf girl children. Uh and look at that, there's a wolf mama. Wolf mama doesn't do anything yet, but she wants to find chickens for your children. All right. Uh press F to follow. Oh, [...] I'm going to go get your sisters in a second. Um All right. Cuz I'm going down down. Come on. No, no, no, no. Come on. Follow me. Follow me. Oh, they're stuck. They're stuck. Um Okay, well, um that was Family Time uh the tech demo. And um uh I got to say I quite like it and uh as of right now um well, I mean, of course there's definitely things that need work. Um but again, it's just a demo, so I ain't too mad about it. Um but uh yeah, um if you want to um uh support the creator, um uh I guess [...] um uh I guess I will link the Patreon in the description. Um Also, make sure to join my Patreon. I'll link that in the description as well. And you know the good stuff. If you enjoyed, make sure to like, comment, subscribe, and stick around for when I play uh the full game whenever that releases. Um, but yeah. So, anyways, that's all for this episode of Family Time. There will be more uh whenever more demos and stuff come out and whenever the full game releases. But, uh Yeah, anyways, thank you",,demo,40,medium,Exact title match (+20); Keywords ['demo'] (+20),general
5072600,web_result,unknown_date,https://sgthale.itch.io/family-time/devlog/1581003/family-time-devblog-71026-uppies-and-food-mechanics,Family Time DevBlog 7/10/26 - Uppies and Food Mechanics! - Family Time by sgthale,"23 days ago
 Family Time DevBlog 7/10/26 - Chickens and Hunger!

  30 days ago
 Family Time DevBlog 7/3/26 - Chickens and Hunger!

  72 days ago

## Comments

Log in with itch.io to leave a comment.

luoka23 days ago

could we have a demo version to play?

Reply

sgthale3 days ago

yes very soon!

Reply

Anubka61 days ago

Question. Does any of characters have canon names? Like player and uh, her?

Reply

sgthale59 days ago

not yet

Reply

Scp GUEST63 days ago [...] View all by sgthalesgthale
 Follow sgthaleFollowFollowing sgthaleFollowing
 Add To CollectionCollection
 Community
 Devlog

Family Time

# Family Time

# Family Time DevBlog 7/10/26 - Uppies and Food Mechanics!

Family Time » Devlog

65 days ago by sgthale (@devshinobu)

Share this post:

Share on BlueskyShare on TwitterShare on Facebook

(

### Family Time

Take care of thousands of your wolf children!

Add Game To Collection [...] |  |  |
 --- |
| Status | Released |
| Author | sgthale |
| Genre | Simulation, Role Playing |
| Tags | Animals, Anime, Cozy, Cute, Physics, Singleplayer, Slice Of Life, Unity |

### More posts

 Family Time Now On Steam for Wishlists!

  2 days ago
 Family Time DevBlog 8/01/26 - Building and Sleeping!

  9 days ago
 Family Time DevBlog 7/15/26 - Commands And Digging!

  16 days ago
 Family Time DevBlog 7/11/26 - Uppies and Food Mechanics!",,demo,40,medium,Exact title match (+20); Keywords ['demo'] (+20),general
5072600,web_result,unknown_date,https://store.steampowered.com/app/5072600/Family_Time,Family Time on Steam,"All Games > Indie Games > Family Time

Community Hub

Family Time

Family Time

Family Time

Developer

sgthale

Publisher

sgthale

Release

Q1 2027

Build a family with thousands of wolf children with your own wolf partner!

All Reviews:

No user reviews

Release Date:

Q1 2027

Developer:

sgthale

Publisher:

sgthale

Tags

Popular user-defined tags for this product: [...] English

| Interface | Full Audio | Subtitles |
 --- 
| English | ✔ | ✔ | ✔ |

Title: Family Time  
 Genre: Adventure, Casual, Indie, Simulation  

Developer: sgthale

Publisher: sgthale

Release Date: Q1 2027

Discord External   X External   YouTube External   View update history   Read related news   View discussions   Find Community Groups

Embed

Report this Product)

Links & info

This game is not yet available on Steam

# Planned Release Date: Q1 2027 [...] Adventure  Casual  Simulation  Colony Sim  Farming Sim  Life Sim  Sandbox  Exploration  Immersive Sim  3D  Cartoon  First-Person  Cartoony  Cozy  Indie  Funny  Emotional  Base Building  Automation  Crafting 

+

Reviews

All Reviews:

No user reviews

Sign in to add this item to your wishlist, follow it, or mark it as ignored

)

Features

Single-player

Family Sharing

Steam is learning about this game   

Languages:

English",,release date,40,medium,Exact title match (+20); Keywords ['release date'] (+20),general
5072600,web_result,unknown_date,https://www.patreon.com/sgthale/posts/family-time-161995291,"Family Time, Announcement! | sgthale","New

June 24

_The first juicy development blog drops on Friday!_ I've been working hard alongside on MyRobot patches to get this video finally out!

I will be continuing the weekly routine and posting videos, blogs, and most importantly DEMOS here for members.

Please look forward to it! And comment below for any questions you may have!

First playable demo ETA? 1 month.

265

26

Share

  

## 26 comments

Image 18

Comment Field

Image 19

Blue Demon

·

3mo

Yay another Dad simulator!!! [...] mobz

·

2mo

this looks really neat!! i am excited for the future of this game! also, i'm curious, is generative AI used at any point during production? thank you!!

2

1

Image 34

sgthale

AUTHOR

·

2mo

yes

4

Collapse replies

Load more comments

Watch the videos you love from anywhere.

Open app

## Related posts

Image 35

Locked

### Family Time Development Part 2 - The Tech and Food

June 26

35

6

Image 36

Locked

### Family Time Development Part 3 - Chickens and Hunger

July 3",,"demo, announcement",40,medium,"Exact title match (+20); Keywords ['demo', 'announcement'] (+20)",general
5072600,web_result,unknown_date,https://tvseriesfinale.com/tv-show/family-time,"Family Time TV Show on Bounce TV (Cancelled or Renewed?) - canceled + renewed TV shows, ratings - TV Series Finale","# canceled + renewed TV shows, ratings - TV Series Finale

canceled + renewed TV shows, ratings - TV Series Finale

# Family Time

Family Time TV show on Bounce TV: canceled or renewed?

Family Time TV show on Bounce TV: canceled or renewed?

Network: Bounce TV.   
Episodes: Ongoing (half-hour).   
Seasons: Ongoing.

TV show dates: June 18,2 012 — present.   
Series status: Has not been cancelled. [...] ##### In the Cut: Season Five: Bounce Barbershop Comedy Series Returns

Family Time TV show on Bounce TV: canceled or renewed?

##### Family Time: Season Six; Bounce Sitcom Returning in October

Grown Folks TV show on Bounce: canceled or season 2? (release date); Vulture Watch

##### Family Time, Grown Folks: Ratings for Bounce TV Shows Are Up

Grown Folks TV show on Bounce: canceled or renewed?

##### Grown Folks

Living Single TV show on FOX: canceled or renewed? [...] ##### Living Single, Family Time, Grown Folks: Bounce TV Announces Fall Premieres

Bounce TV logo

##### Grown Folks: Bounce Orders New Sitcom for This Fall

In the Cut TV show on Bounce TV: canceled or renewed?

##### Saints & Sinners, Family Time, In the Cut: Bounce TV Shows Renewed

##### Family Time: Bounce TV Comedy Series Returns Next Week

In the Cut TV show on Bounce TV: season 2 (canceled or renewed?).

##### In the Cut: Bounce Series Adds Bernie Mac Show Vet; Premieres July 5th",,release date,40,medium,Exact title match (+20); Keywords ['release date'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/watch?v=Hy56ql96xAU,"Family Time, Announcement!","# Family Time, Announcement!
## Channel: sgthale - Indie Dev!
111K subscribers
77K likes

### Description
1,388,292 views
Posted: 2026-06-24
  / sgthale [...] ### Transcript
[0:00] This is your child. That one, too. And those, too. And all of these other ones.
[0:08] But how did you get here, Papa?
[0:11] Well, you were walking in the wild when suddenly a kimono attacked you. You fought your hardest, but she won.
[0:19] Papa.
[0:20] Naturally, you were cast out from society, and now you must survive in the wild.
[0:27] And that was the exposition for Family Time. [...] [0:32] It's a new game I'm working on, still just barely starting, but there is plenty of cool tech, modeling, and art that I make videos about over on my Patreon.
[0:43] If you're interested, stop",,announcement,40,medium,Exact title match (+20); Keywords ['announcement'] (+20),general
5072600,web_result,unknown_date,https://sgthale.itch.io/myrobot/devlog/1563286/family-time-announcement,"Family Time, Announcement! - MyRobot (Now on Steam!) by ...","Share this post:

Share on Bluesky%0Ahttps%3A%2F%2Fsgthale.itch.io%2Fmyrobot%2Fdevlog%2F1563286%2Ffamily-time-announcement ""Share on Bluesky..."")Share on Twitter&via=devshinobu&hashtags=indiegames ""Share on Twitter..."")Share on Facebook&app_id=537395183072744&href=https%3A%2F%2Fsgthale.itch.io%2Fmyrobot%2Fdevlog%2F1563286%2Ffamily-time-announcement&display=popup ""Share on Facebook..."")

## Get MyRobot (Now on Steam!)

Download NowName your own price

### MyRobot (Now on Steam!) [...] View all by sgthalesgthale
 Follow sgthaleFollowFollowing sgthaleFollowing
 Add To CollectionCollection
 Comments
 Devlog
 Related gamesRelated

MyRobot (Now on Steam!)

# MyRobot (Now on Steam!)

# Family Time, Announcement!

MyRobot (Now on Steam!) » Devlog

81 days ago by sgthale (@devshinobu)

Share this post: [...] May 09, 2026
 MyRobot DevBlog 4/1/26 - Post Launch Steam Work

  Apr 30, 2026
 Steam Launch!

  Mar 28, 2026
 Steam Release!

  Mar 27, 2026
 MyRobot DevBlog 1/28/26 - Teasing Behaviors!

  Mar 11, 2026
 MyRobot DevBlog 1/14/26 - Quality of Life

  Mar 05, 2026

See all posts

## Comments

Log in with itch.io to leave a comment.

Erack29 days ago

itch.io·View all by sgthale·Report;)

MyRobot (Now on Steam!) › Blog",,announcement,40,medium,Exact title match (+20); Keywords ['announcement'] (+20),general
5072600,web_result,unknown_date,https://www.patreon.com/sgthale/posts/family-time-161995291,"Family Time, Announcement! | sgthale on Patreon","Join for free

Log in

   Home
   Posts
   Collections
   Chats
   Membership

Video 1

Image 13

0:45 

0:00 / 0:46

Image 14Image 15Image 16

Get more from sgthale

Join to get free updates and posts delivered right to your inbox.

Join for free

Join for free

Get free updates and posts delivered right to your inbox.

Join

Join

# Family Time, Announcement!

Image 17: Creator profile picture

### sgthale

June 24

New

265

26

Share

# Family Time, Announcement!

New

June 24 [...] mobz

·

2mo

this looks really neat!! i am excited for the future of this game! also, i'm curious, is generative AI used at any point during production? thank you!!

2

1

Image 34

sgthale

AUTHOR

·

2mo

yes

4

Collapse replies

Load more comments

Watch the videos you love from anywhere.

Open app

## Related posts

Image 35

Locked

### Family Time Development Part 2 - The Tech and Food

June 26

35

6

Image 36

Locked

### Family Time Development Part 3 - Chickens and Hunger

July 3 [...] 10

1

Image 27

sgthale

AUTHOR

·

3mo

Come to the right place!

6

Collapse replies

Image 28

Agent Ice

·

3mo

Kemono Friends? No... Kemono Family!

10

Image 29

Image 30

Yulha's Malewife

·

3mo

Joined to support. The child army reminds me of Patapon and I cannot wait to lead my family towards global conquest.

3

Image 31

Alexis Ramirez

·

2mo

😈😏

3

Image 32

Glavos

·

3mo

Not what I expected but...Interesting

2

Image 33

mobz

·

2mo",,announcement,40,medium,Exact title match (+20); Keywords ['announcement'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/watch?v=QygSmOeKbJU,Family Time S01 - Trailer,"# Family Time S01 - Trailer
## Kwesé iflix
2790 subscribers
65 likes

### Description
9772 views
Posted: 1 Apr 2019
Anthony and Lisa Stallworth are the parents of a working-class family who suddenly get bumped to the middle-class by a winning lottery ticket. Catch Omar Gooding in this funny family favourite. Four seasons available for free on the Kwesé iflix app.
 
Dig into this and more hilarious local and international sitcoms on Kwesé iflix! [...] Download the Kwesé iflix app for LIVE sports, TV channels, movies, series, reality and kids shows... on your phone!

Google Play: 
or 
Aplle App Store: Search for ""iflix""

### Transcript:",,trailer,40,medium,Exact title match (+20); Keywords ['trailer'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/playlist?list=PLreXyMA8japYJKOctxvVlLwcV2Es9Wtqy,Family Time,"#FamilyTime Season 6 Press Trailer. Bounce. 24K views • 7 years ago. 0:18 ... Family Time - Season Premiere BTS featuring Tameka ""Tiny"" Harris. Bounce. 19K",,trailer,40,medium,Exact title match (+20); Keywords ['trailer'] (+20),general
5072600,web_result,unknown_date,https://www.youtube.com/watch?v=RizyGnn-_lY,Family Time (2023) | Trailer | Tia Kouvo | Tom Wentzel | Leena ...,"We are The Match Factory, a leading world sales company representing director-driven films by critically acclaimed filmmakers like Aki Kaurismäki, Apichatpong Weerasethakul, Fatih Akin, Pablo Larraín and Alice Rohrwacher to mention just a few, as well as young upcoming talents. Our films are regularly presented in festivals all over the world, including Berlinale, Festival de Cannes, Venice Film Festival, Toronto International Film Festival, and have won the most prestigious of awards, such as [...] # Family Time (2023) | Trailer | Tia Kouvo | Tom Wentzel | Leena Uotila | Elina Knihtilä
## The Match Factory
22300 subscribers
56 likes

### Description
33266 views
Posted: 31 Jan 2023
► Subscribe to get all the latest content 

► About
Are you an arthouse film lover and wants to keep updated about great films at first-hand? Then you are at the right channel! [...] of awards, such as the Golden Bear, Palm d'Or, Golden Globe and Golden Shell amongst others.",,trailer,40,medium,Exact title match (+20); Keywords ['trailer'] (+20),general
5072600,youtube_video,outside_window,https://www.youtube.com/watch?v=nrMaCkn0k-0,#FamilyTime Season 6 Press Trailer,,Here's a sneak peek of what to expect this season on Bounce's hit sitcom #FamilyTime!,trailer,35,medium,YouTube (+15); Keywords ['trailer'] (+20),
5072600,social_post,unknown_date,https://www.tiktok.com/discover/singing-in-front-of-family-1st-time,Singing in Front of Family 1st Time | TikTok,"# Singing in Front of Family 1st Time. Experience the joy of singing in front of family for the first time with tips from talented singers and heartfelt family moments! ""singing in front of family tips"", "" first time singing family reactions"", "" talented singers performing"". ## Experience the joy of singing in front of family for the first time with tips from talented singers and heartfelt family moments! ""singing in front of family tips"", "" first time singing family reactions"", "" talented singers performing"". singing in front of mom, son surprises mom singing, mom reaction first time singing, family singing moment, heartwarming surprise, surprise singing video, viral singing reaction, special family moment, emotional singing reveal, cute family bonding. Singing first time in front of my family to get their reaction #singing #cover #fyp #viral. Jake's Golden Hour, Singing Surprise for Mom, New York Youth Symphony, debut album, heartwarming reaction, emotional performance, family reactions, Golden Hour song, TV debut, Golden Hour singer, family surprises. Discover the touching moment when a family uncovers their son's incredible singing ability for the first time. hidden singing talent revelation family karaoke experience singing skills discovery son sings for first time unexpected singing ability. Watch as she unveils her hidden singing talent in front of her family for the first time! singing in front of family, hidden singing talent, surprising singing moments, vocal singing performance, singing videos to family, first time singing, Talented TikTok singers, emotional family singing, Hailey Baylee singing, surprise family performance. singing for the first time, singing challenge, TikTok artists, family dinner, conquering fears, talent showcase, first time performance, musical debut, overcoming stage fright, supportive audience. Watch as I sing in front of my family for the first time, with my momma as my biggest supporter! singing in front of family, first time singing, supportive family, CODSquadUp, heartwarming surprise, family love, singing performance, 2022, family support, special moment. family karaoke moments 2026, emotional family reactions, singing I will always love you, new year family traditions, karaoke family bonding, heartfelt karaoke performances, fun family celebrations, new year emotional moments, tender family interactions, karaoke night highlights. ### Related to Singing in Front of Family 1st Time.",,showcase,25,weak,Social Index (+5); Keywords ['showcase'] (+20),social
